Votes,Average Cost for two,Has Table booking,Has Online delivery,Price range,Rating
9,300,0,0,1,2.8
20,400,0,0,1,2.7
41,100,0,0,1,3.2
18,500,0,0,2,3.4
76,700,0,1,2,3.3
1,700,1,1,2,1.0
6,200,0,0,1,3.0
219,700,0,1,2,3.3
11,200,0,0,1,2.8
12,100,0,0,1,3.1
13,350,0,0,1,2.8
7,200,0,0,1,3.0
1,200,0,0,1,1.0
0,250,0,0,1,1.0
1,400,0,0,1,1.0
3,300,0,0,1,1.0
0,400,0,0,1,1.0
1,500,0,0,2,1.0
3,300,0,0,1,1.0
2,100,0,0,1,1.0
0,700,1,0,2,1.0
0,300,0,0,1,1.0
15,650,0,1,2,2.6
5,200,0,0,1,2.9
0,200,0,0,1,1.0
0,400,0,0,1,1.0
9,100,0,0,1,3.1
3,600,0,0,2,1.0
2,300,0,0,1,1.0
7,700,0,1,2,3.1
9,350,0,0,1,3.1
4,350,0,0,1,2.9
1,500,0,0,2,1.0
0,300,0,0,1,1.0
0,300,0,0,1,1.0
2,200,0,0,1,1.0
1,300,0,0,1,1.0
1,350,0,0,1,1.0
28,400,0,1,1,2.7
29,800,0,0,2,2.7
0,150,0,0,1,1.0
1,400,0,0,1,1.0
0,500,0,0,2,1.0
0,100,0,0,1,1.0
6,500,0,0,2,3.0
12,500,1,0,2,3.3
19,150,0,0,1,3.1
14,100,0,0,1,3.1
11,600,0,0,2,2.8
70,1000,1,0,3,2.7
18,400,0,0,1,3.1
14,300,0,0,1,2.9
48,500,0,0,2,2.7
52,350,0,0,1,3.6
1,100,0,0,1,1.0
0,200,0,0,1,1.0
0,300,0,0,1,1.0
2,400,0,0,1,1.0
0,300,0,0,1,1.0
0,350,0,0,1,1.0
1,200,0,0,1,1.0
0,100,0,0,1,1.0
0,400,0,0,1,1.0
0,500,0,0,2,1.0
4,500,0,0,2,3.0
3,550,0,0,2,1.0
0,400,0,0,1,1.0
0,600,0,0,2,1.0
1,300,0,0,1,1.0
0,300,0,0,1,1.0
10,700,0,0,2,2.9
5,350,0,0,1,3.1
4,500,0,0,2,2.9
4,550,0,0,2,2.9
0,100,0,0,1,1.0
0,400,0,0,1,1.0
1,100,0,0,1,1.0
3,350,0,0,1,1.0
2,100,0,0,1,1.0
0,200,0,0,1,1.0
0,600,0,0,2,1.0
47,700,0,0,2,3.2
79,700,0,1,2,2.5
29,200,0,0,1,3.5
1,250,0,0,1,1.0
0,150,0,0,1,1.0
17,500,0,1,2,2.7
9,200,0,0,1,3.0
7,250,0,0,1,3.0
5,100,0,0,1,2.9
8,300,0,0,1,3.0
15,150,0,0,1,3.1
16,450,0,0,1,2.9
4,500,0,0,2,3.0
1,400,0,0,1,1.0
10,450,0,1,1,3.0
9,600,0,0,2,2.9
24,650,0,0,2,3.2
19,550,0,1,2,3.4
8,500,0,0,2,2.9
8,450,0,0,1,3.0
39,500,0,1,2,3.2
10,300,0,0,1,3.1
17,500,0,0,2,3.3
37,500,0,1,2,3.4
33,600,0,1,2,3.5
9,200,0,0,1,3.1
3,800,0,0,2,1.0
2,300,0,0,1,1.0
1,450,0,0,1,1.0
0,300,0,0,1,1.0
0,150,0,0,1,1.0
4,100,0,0,1,2.9
14,550,0,0,2,3.0
13,500,0,0,2,2.8
5,400,0,0,1,2.8
12,550,0,1,2,2.6
8,550,0,0,2,3.0
7,300,0,0,1,3.1
18,600,0,0,2,3.1
22,350,0,0,1,3.0
4,400,0,0,1,3.0
0,100,0,0,1,1.0
0,300,0,0,1,1.0
0,500,0,0,2,1.0
0,300,0,0,1,1.0
3,500,0,0,2,1.0
3,500,0,0,2,1.0
0,100,0,0,1,1.0
2,200,0,0,1,1.0
1,600,0,0,2,1.0
10,700,0,0,2,3.0
18,1400,1,0,3,3.1
56,1900,1,0,3,3.3
14,150,0,0,1,2.8
6,150,0,0,1,3.0
161,300,0,1,1,3.6
52,500,0,1,2,3.9
1,350,0,0,1,1.0
0,250,0,0,1,1.0
184,2500,1,0,4,2.5
33,650,0,1,2,3.4
27,300,0,1,1,3.3
327,500,0,1,2,3.4
63,450,0,0,1,3.2
16,600,0,0,2,2.9
92,1500,1,0,3,2.6
60,600,0,0,2,3.3
17,700,0,0,2,3.2
6,500,0,0,2,3.0
14,600,0,0,2,2.7
181,700,0,1,2,2.6
150,500,0,1,2,3.3
7,100,0,0,1,3.1
252,600,0,1,2,3.6
187,600,0,0,2,3.6
322,1000,1,1,3,1.8
114,400,0,0,1,3.3
80,550,0,1,2,3.2
280,800,0,0,3,4.5
415,1100,0,0,4,4.8
646,2000,0,0,4,4.4
1681,1500,0,0,4,3.5
302,800,0,0,3,4.6
911,1100,0,0,4,3.8
2191,1400,0,0,4,4.3
856,1000,0,0,4,4.2
1115,1600,0,0,4,4.4
1221,800,0,0,3,3.7
918,1300,0,0,4,4.3
601,700,0,0,3,3.8
414,800,0,0,3,4.2
555,1100,0,0,4,4.6
516,1500,0,0,4,3.7
840,600,0,0,3,4.5
681,1500,0,0,4,4.7
265,800,0,0,3,4.3
323,1100,0,0,4,4.4
367,2000,0,0,4,4.2
16,350,0,0,1,3.4
80,800,1,1,2,2.7
1887,2000,1,1,4,4.3
802,1400,1,1,3,4.0
4,250,0,0,1,3.0
5,200,0,0,1,3.0
10,200,0,0,1,3.0
2,100,0,0,1,1.0
57,1200,0,1,3,3.0
4,500,0,1,2,3.1
4,350,0,0,1,2.9
0,450,0,0,1,1.0
0,300,0,0,1,1.0
2,300,0,0,1,1.0
1,500,0,0,2,1.0
2,600,0,0,2,1.0
1,500,0,1,2,1.0
0,100,0,0,1,1.0
1,500,0,0,2,1.0
0,200,0,0,1,1.0
0,350,0,0,1,1.0
1,300,0,0,1,1.0
0,250,0,0,1,1.0
1,500,0,0,2,1.0
0,200,0,0,1,1.0
0,800,0,0,2,1.0
3,350,0,0,1,1.0
13,1500,1,0,3,2.8
15,2500,1,0,4,2.9
415,500,0,1,2,3.9
36,600,0,1,2,3.4
104,700,0,0,2,3.4
70,400,0,1,1,3.4
218,900,1,1,2,3.3
225,500,0,1,2,3.4
150,500,0,1,2,2.5
184,1600,1,1,3,3.8
146,1400,1,1,3,3.9
33,600,0,1,2,3.6
48,400,0,1,1,4.3
91,1500,1,0,3,3.8
7,1000,1,0,3,3.0
37,1800,1,0,3,3.5
32,2200,1,0,4,3.5
19,1300,1,0,3,3.4
6,2700,0,0,4,3.2
3,2500,0,0,4,1.0
231,1700,0,0,3,3.9
364,800,1,1,2,3.7
127,1700,1,0,3,3.7
351,1000,0,1,3,3.5
162,1500,1,1,3,4.0
248,1300,1,0,3,4.2
144,1500,1,1,3,4.2
214,1600,1,0,3,4.1
181,3500,1,0,4,3.9
131,5000,1,0,4,3.7
191,700,0,1,2,2.8
793,1000,1,1,3,3.3
563,1500,1,0,3,4.6
177,1200,0,0,3,4.6
407,1800,0,0,3,4.5
647,1200,1,1,3,3.7
503,600,0,1,2,3.7
980,2500,1,1,4,3.7
544,200,0,1,1,3.7
455,400,0,1,1,3.6
230,1250,1,0,3,3.9
701,600,0,1,2,3.8
313,1800,1,0,3,3.6
625,1500,1,0,3,3.6
425,350,0,1,1,3.9
734,1100,0,0,3,3.6
706,1700,1,1,3,3.8
1490,2000,1,0,4,3.9
870,600,0,1,2,3.9
1065,2000,1,1,4,3.8
365,700,0,1,2,3.6
384,1400,1,1,3,3.5
622,1400,0,0,3,3.9
560,700,0,0,2,3.9
1046,2300,0,0,4,3.8
176,550,0,1,2,3.8
173,1700,1,0,3,3.7
227,600,0,1,2,3.8
296,400,0,1,1,3.9
2412,2000,1,0,4,2.4
1840,2000,0,0,4,4.0
716,1500,1,1,3,4.3
199,800,1,1,2,4.0
1658,2000,1,1,4,4.0
3986,2200,0,0,4,4.3
1949,2500,1,0,4,4.1
219,900,1,1,2,4.0
1595,1500,1,0,3,4.0
1730,1200,1,1,3,4.0
353,1750,1,0,3,4.1
2843,1300,0,0,3,4.0
209,1500,1,0,3,4.0
185,1200,1,0,3,3.1
393,400,0,1,1,3.8
333,1500,0,0,3,3.8
125,700,0,0,2,2.4
205,1800,1,1,3,4.2
294,1700,1,0,3,3.4
129,700,0,1,2,3.3
125,500,0,0,2,2.5
74,300,0,1,1,3.8
217,350,0,1,1,3.7
239,700,1,1,2,3.8
317,350,0,1,1,3.8
136,650,0,1,2,3.9
426,900,1,1,2,3.6
196,400,0,1,1,3.8
173,800,0,1,2,3.5
52,700,0,0,2,3.5
189,500,0,1,2,3.5
88,800,0,0,2,2.4
154,400,0,1,1,4.3
169,800,1,1,2,4.0
230,2500,0,0,4,4.1
18,650,0,1,2,3.2
27,450,0,0,1,2.6
30,700,0,0,2,2.8
49,1500,0,0,3,3.0
30,500,0,0,2,2.6
27,500,0,0,2,3.3
29,800,0,1,2,2.8
13,300,0,0,1,3.3
20,350,0,0,1,3.3
46,500,0,0,2,3.1
69,600,0,1,2,2.5
490,2000,1,1,4,3.9
112,800,0,1,2,3.5
3,300,0,0,1,1.0
73,500,0,1,2,2.2
65,800,0,0,2,3.4
9,150,0,0,1,3.1
184,800,0,1,2,3.2
4,200,0,0,1,2.9
4,250,0,0,1,3.0
5,600,0,0,2,2.9
84,750,0,0,2,3.4
10,550,0,0,2,3.2
15,650,0,0,2,3.2
12,650,0,0,2,3.1
35,700,0,0,2,2.9
4,200,0,0,1,2.9
54,500,0,1,2,2.8
10,500,0,0,2,3.1
7,600,0,1,2,3.1
395,500,0,1,2,4.6
360,1500,0,1,3,3.9
326,200,0,1,1,3.8
403,700,0,1,2,3.9
447,1000,0,1,3,3.8
56,600,0,1,2,3.5
38,700,0,1,2,3.6
124,1300,0,1,3,3.8
1,250,0,1,1,1.0
3,400,0,0,1,1.0
2,400,0,0,1,1.0
1,200,0,0,1,1.0
299,500,0,1,2,3.8
0,400,0,0,1,1.0
0,300,0,0,1,1.0
0,600,0,0,2,1.0
0,200,0,0,1,1.0
0,400,0,0,1,1.0
0,200,0,0,1,1.0
1,200,0,0,1,1.0
0,300,0,0,1,1.0
0,600,0,0,2,1.0
16,350,0,1,1,2.5
13,400,0,0,1,3.2
160,400,0,1,1,3.0
36,200,0,0,1,2.6
17,700,0,1,2,3.2
11,350,0,0,1,3.3
9,450,0,0,1,3.1
26,450,0,0,1,3.2
21,400,0,1,1,3.2
25,600,0,1,2,3.3
18,200,0,1,1,2.8
7,600,0,1,2,2.9
35,600,0,1,2,3.0
18,300,0,1,1,3.4
14,700,0,0,2,3.0
15,300,0,0,1,3.2
18,550,0,1,2,3.4
29,550,0,1,2,3.4
22,450,0,0,1,2.7
14,300,0,0,1,3.3
19,300,0,0,1,3.4
83,150,0,1,1,3.1
20,400,0,1,1,2.5
19,400,0,1,1,2.5
359,400,0,1,1,3.4
51,600,0,1,2,2.6
53,400,0,1,1,3.1
71,350,0,1,1,3.1
33,300,0,0,1,3.1
19,200,0,0,1,2.7
132,1000,1,0,3,3.4
74,500,0,1,2,3.2
6,500,0,0,2,3.0
42,200,0,1,1,3.2
29,100,0,1,1,3.1
14,300,0,0,1,3.2
35,550,0,1,2,3.4
45,300,0,1,1,3.2
51,600,0,1,2,2.7
22,700,0,1,2,2.9
15,550,0,0,2,3.3
12,350,0,1,1,3.0
38,500,0,1,2,3.2
15,400,0,0,1,3.2
23,350,0,0,1,2.7
23,600,0,1,2,3.3
31,400,0,1,1,2.8
223,500,0,1,2,4.9
55,200,0,1,1,3.7
319,300,0,1,1,3.6
46,550,0,1,2,3.5
54,400,0,1,1,3.9
371,800,0,1,2,3.7
26,300,0,0,1,3.6
66,500,0,1,2,3.5
28,250,0,1,1,3.5
27,300,0,1,1,3.5
29,400,0,0,1,3.6
45,500,0,1,2,3.8
19,1000,1,0,3,3.5
52,500,0,1,2,3.5
60,400,0,1,1,2.0
34,500,0,1,2,2.1
136,350,0,1,1,2.2
43,500,0,0,2,2.2
34,500,0,1,2,4.0
33,400,0,1,1,4.3
162,300,0,0,1,4.0
217,700,0,1,2,4.3
195,550,0,1,2,3.1
210,1000,1,1,3,3.4
165,500,0,1,2,3.4
98,1000,0,1,3,3.7
115,700,0,1,2,3.8
129,800,0,1,2,3.5
164,600,0,1,2,3.9
86,800,0,1,2,3.8
269,1200,0,1,3,3.5
124,600,0,1,2,3.9
61,600,0,1,2,3.8
90,500,0,1,2,3.9
213,750,0,1,2,3.6
461,750,0,1,2,3.6
93,850,0,1,2,4.2
161,750,0,1,2,4.4
255,1300,1,1,3,4.1
88,600,0,1,2,4.0
134,650,0,1,2,4.1
152,650,0,1,2,4.1
151,600,0,1,2,4.1
42,600,0,1,2,3.4
39,300,0,1,1,3.6
40,400,0,1,1,3.9
93,300,0,1,1,3.8
7,400,0,0,1,3.1
129,1100,1,1,3,3.4
107,800,0,0,2,2.9
59,550,0,0,2,3.6
40,800,1,0,2,3.8
296,1100,1,1,3,3.6
27,1200,1,0,3,3.6
259,1800,1,1,3,3.5
34,350,0,0,1,3.5
120,1000,1,1,3,3.8
1193,3200,1,0,4,4.2
147,1400,1,1,3,4.1
227,500,0,1,2,4.1
192,1600,1,1,3,4.0
83,1000,1,0,3,4.4
77,3000,1,0,4,4.2
229,1600,0,1,3,4.1
52,2000,1,0,4,3.4
58,3000,1,0,4,3.6
25,650,0,1,2,3.3
452,500,0,1,2,3.4
35,2000,1,0,4,2.6
134,500,0,1,2,2.6
426,1100,1,1,3,2.7
108,800,0,1,2,2.9
35,150,0,0,1,3.8
26,800,0,1,2,2.6
38,500,0,1,2,3.2
86,550,0,1,2,3.6
29,1000,1,1,3,3.6
43,700,0,1,2,3.8
42,1000,0,0,3,3.6
111,2000,1,0,4,4.0
20,2500,1,0,4,2.6
24,300,0,0,1,2.7
261,1000,1,1,3,2.8
2093,2000,0,0,4,4.6
38,1500,0,0,3,3.6
106,1250,1,0,3,3.9
31,1600,1,0,3,3.8
84,700,0,1,2,4.1
165,400,0,1,1,3.3
185,1000,0,1,3,2.7
48,550,0,1,2,2.8
14,800,1,0,2,2.8
37,850,1,0,2,3.2
30,800,0,1,2,3.2
336,800,0,1,2,3.3
106,1000,1,1,3,3.4
50,600,0,0,2,3.4
150,1000,0,1,3,4.6
416,2200,1,1,4,3.7
32,500,0,0,2,3.6
110,900,0,1,2,3.6
74,500,0,0,2,3.8
81,1500,0,1,3,3.5
116,450,0,0,1,3.5
36,550,0,1,2,3.6
224,700,0,0,2,3.7
148,1500,0,0,3,3.6
280,2000,1,1,4,3.9
67,1700,1,0,3,3.9
45,2000,1,0,4,3.7
27,700,0,1,2,3.5
241,850,0,1,2,3.6
146,1200,0,1,3,4.2
259,1000,1,1,3,4.0
20,700,0,1,2,4.0
138,500,0,1,2,3.1
101,500,0,1,2,2.8
94,400,0,0,1,3.1
7,1400,1,0,3,2.8
2,1400,1,0,3,1.0
15,1500,1,0,3,2.8
2,600,0,0,2,1.0
6,1000,1,0,3,2.9
13,1300,1,0,3,2.7
260,450,0,1,1,3.4
90,500,0,1,2,2.7
144,800,0,1,2,3.6
243,600,0,1,2,3.6
121,600,0,1,2,3.8
183,700,0,0,2,3.8
647,500,0,1,2,4.0
73,1500,1,0,3,3.8
0,2100,1,0,4,1.0
96,1000,1,0,3,2.7
41,300,0,1,1,3.4
91,1850,1,0,3,2.8
70,1000,1,0,3,3.6
21,1500,1,0,3,2.8
364,500,0,0,2,3.7
179,1000,0,0,3,3.7
23,1600,1,0,3,3.4
218,4500,1,0,4,3.6
38,4000,1,0,4,4.1
6,1900,1,0,3,3.0
19,1400,1,0,3,3.0
10,1200,1,0,3,3.0
137,2000,1,0,4,3.2
45,300,0,0,1,2.8
22,650,0,0,2,3.3
38,400,0,1,1,3.3
21,300,0,1,1,3.2
20,450,0,0,1,3.1
15,800,0,0,2,2.8
69,750,0,1,2,3.4
75,550,0,1,2,3.2
115,1800,1,0,3,2.6
39,1200,1,0,3,3.2
36,400,0,0,1,2.8
61,600,0,0,2,2.7
23,1200,1,0,3,2.8
82,600,0,1,2,3.1
13,2200,1,0,4,3.1
283,2000,0,0,4,3.8
665,1600,1,1,3,3.8
69,550,0,1,2,3.6
198,600,0,1,2,3.7
57,2500,1,0,4,3.5
43,200,0,1,1,3.6
31,350,0,1,1,2.3
35,600,0,0,2,2.4
246,600,0,1,2,4.1
31,600,0,0,2,3.3
240,1500,1,0,3,3.5
1902,1500,0,0,3,3.7
2806,2000,1,0,4,4.1
13,650,0,0,2,3.2
5,350,0,0,1,3.0
68,500,0,0,2,3.2
120,450,0,0,1,2.6
18,650,0,1,2,3.7
66,700,0,0,2,3.5
67,800,0,1,2,2.7
40,550,0,0,2,3.3
39,650,0,1,2,3.4
19,600,0,0,2,3.4
42,750,0,0,2,2.9
234,500,0,1,2,3.4
501,750,1,0,2,2.9
61,700,0,1,2,2.6
81,500,0,1,2,3.3
118,350,0,0,1,3.4
13,700,0,0,2,3.1
26,600,0,1,2,3.7
185,600,0,0,2,3.6
27,400,0,0,1,3.6
496,1000,1,1,3,3.6
55,1500,1,0,3,3.5
205,900,0,0,2,3.5
730,2500,1,1,4,3.7
31,400,0,1,1,3.7
468,1400,1,0,3,3.8
29,600,0,0,2,2.3
90,1800,1,0,3,2.1
34,600,0,1,2,2.3
62,900,1,0,2,4.0
34,450,0,0,1,3.3
165,1500,1,1,3,3.4
4,200,0,0,1,3.0
4,400,0,0,1,2.9
5,500,0,0,2,3.2
18,500,0,0,2,3.2
31,700,0,0,2,3.2
7,100,0,0,1,3.2
5,350,0,0,1,2.9
27,200,0,1,1,3.4
28,400,0,0,1,3.2
4,600,0,0,2,3.1
25,600,0,0,2,3.3
12,150,0,0,1,3.1
5,200,0,0,1,2.9
25,1000,1,0,3,3.1
12,500,0,1,2,2.6
6,450,0,0,1,3.0
17,250,0,0,1,3.1
13,400,0,0,1,3.0
21,500,0,0,2,3.3
60,400,0,1,1,3.4
33,600,0,0,2,3.4
11,800,0,1,2,2.7
8,400,0,0,1,2.9
25,700,0,0,2,3.2
7,450,0,0,1,3.1
4,150,0,0,1,2.8
11,150,0,0,1,3.0
10,400,0,0,1,2.9
6,700,0,0,2,3.0
12,500,0,1,2,2.5
26,250,0,0,1,3.3
15,200,0,0,1,3.0
16,200,0,0,1,2.8
31,550,0,0,2,3.5
18,100,0,0,1,3.6
25,800,0,0,2,3.5
3,300,0,0,1,1.0
3,600,0,0,2,1.0
1,150,0,0,1,1.0
1,200,0,0,1,1.0
3,300,0,0,1,1.0
93,800,0,1,2,2.2
84,400,0,0,1,3.6
112,700,0,0,2,2.4
74,500,0,1,2,4.1
12,1800,0,0,3,3.2
36,800,1,1,2,3.4
101,1400,0,1,3,3.8
45,650,0,1,2,3.5
81,1700,0,0,3,3.9
33,600,0,1,2,3.7
37,1500,1,0,3,3.5
16,700,0,0,2,3.5
14,300,0,0,1,3.1
9,350,0,0,1,3.1
19,450,0,0,1,2.9
15,700,0,0,2,3.2
18,200,0,0,1,3.2
6,550,0,1,2,3.2
4,200,0,0,1,2.9
10,200,0,0,1,3.2
4,600,0,0,2,2.9
24,400,0,0,1,3.1
11,800,1,0,2,2.7
9,250,0,1,1,2.5
4,300,0,0,1,3.0
12,350,0,0,1,3.1
17,400,0,0,1,3.1
5,250,0,0,1,3.0
1,400,0,0,1,1.0
1,600,0,0,2,1.0
2,450,0,0,1,1.0
0,200,0,0,1,1.0
0,300,0,0,1,1.0
1,100,0,0,1,1.0
0,350,0,0,1,1.0
0,200,0,0,1,1.0
1,700,0,0,2,1.0
0,500,0,0,2,1.0
0,600,0,0,2,1.0
0,600,0,0,2,1.0
0,150,0,0,1,1.0
1,250,0,0,1,1.0
0,450,0,0,1,1.0
2,400,0,0,1,1.0
0,600,0,0,2,1.0
1,400,0,0,1,1.0
2,200,0,0,1,1.0
0,700,0,0,2,1.0
0,150,0,0,1,1.0
0,600,0,0,2,1.0
1,600,0,0,2,1.0
2,300,0,0,1,1.0
2,450,0,0,1,1.0
1,250,0,0,1,1.0
0,400,0,0,1,1.0
2,500,0,0,2,1.0
3,350,0,0,1,1.0
0,150,0,0,1,1.0
0,500,0,0,2,1.0
0,300,0,0,1,1.0
1,400,0,0,1,1.0
13,1500,1,0,3,3.2
20,3000,1,0,4,3.4
26,1200,0,0,3,3.2
176,2200,1,0,4,3.7
340,3000,1,0,4,3.7
21,2000,1,0,4,3.0
84,350,0,1,1,3.1
41,650,0,0,2,3.3
18,450,0,0,1,2.8
10,400,0,0,1,3.2
16,700,0,1,2,2.8
61,900,1,1,2,3.0
70,700,0,0,2,2.8
16,350,0,0,1,2.8
57,500,0,0,2,3.4
33,250,0,1,1,3.0
92,500,0,1,2,3.2
22,200,0,0,1,3.3
25,500,0,0,2,3.7
71,500,0,1,2,3.0
100,700,0,1,2,3.2
32,600,0,1,2,2.3
194,1500,1,0,3,3.5
15,200,0,0,1,3.2
16,250,0,0,1,3.1
315,600,0,0,2,3.6
53,1800,0,0,3,2.4
4,200,0,0,1,3.0
8,1500,1,0,3,3.0
1,500,0,0,2,1.0
6,150,0,0,1,2.8
4,400,0,0,1,3.0
6,400,0,0,1,2.9
4,800,0,0,2,2.9
20,300,0,0,1,3.2
20,300,0,0,1,3.1
34,450,0,0,1,2.8
36,300,0,1,1,3.3
5,200,0,0,1,3.0
41,200,0,0,1,3.1
7,200,0,0,1,3.1
7,500,0,0,2,3.1
8,600,0,0,2,2.8
10,200,0,0,1,2.9
11,200,0,0,1,3.2
21,400,0,0,1,3.1
25,350,0,0,1,3.4
19,200,0,1,1,3.3
43,200,0,1,1,3.3
18,250,0,0,1,2.6
17,500,0,1,2,2.7
69,300,0,0,1,3.3
25,300,0,0,1,3.4
52,600,0,1,2,3.2
16,800,1,0,2,2.9
5,400,0,0,1,3.0
8,600,0,1,2,3.1
9,400,0,0,1,2.8
30,500,0,1,2,3.0
34,450,0,0,1,3.2
26,600,0,0,2,2.9
13,600,0,0,2,3.2
9,650,0,1,2,2.7
21,650,0,0,2,3.0
17,900,1,0,2,3.1
32,900,1,0,2,3.3
6,200,0,0,1,2.9
70,600,0,1,2,2.5
6,400,0,0,1,2.8
5,1000,1,0,3,3.0
32,150,0,0,1,3.5
64,200,0,0,1,3.5
3,600,0,0,2,1.0
2,350,0,0,1,1.0
3,500,0,0,2,1.0
3,400,0,1,1,1.0
3,350,0,0,1,1.0
2,700,0,0,2,1.0
3,400,0,0,1,1.0
23,1000,0,1,3,2.4
18,300,0,0,1,2.4
26,400,0,1,1,2.4
4,400,0,0,1,3.0
6,400,0,0,1,2.9
5,1000,1,0,3,2.9
10,500,0,0,2,2.8
4,500,0,0,2,3.0
12,350,0,0,1,3.2
4,650,0,1,2,2.9
14,450,0,1,1,3.3
4,300,0,0,1,2.9
36,350,0,0,1,2.7
28,500,0,0,2,3.5
256,600,0,1,2,3.4
0,400,0,0,1,1.0
0,300,0,0,1,1.0
0,250,0,0,1,1.0
0,350,0,0,1,1.0
0,400,0,0,1,1.0
0,450,0,0,1,1.0
1,400,0,0,1,1.0
2,400,0,0,1,1.0
0,200,0,0,1,1.0
0,250,0,0,1,1.0
1,300,0,0,1,1.0
0,600,0,0,2,1.0
1,500,0,0,2,1.0
0,500,0,0,2,1.0
0,150,0,0,1,1.0
2,100,0,0,1,1.0
1,150,0,0,1,1.0
0,150,0,0,1,1.0
2,550,0,0,2,1.0
0,400,0,0,1,1.0
32,700,0,0,2,3.3
8,600,0,0,2,3.2
15,400,0,1,1,2.7
40,400,0,1,1,3.5
0,150,0,0,1,1.0
0,150,0,0,1,1.0
3,800,0,1,2,1.0
4,400,0,0,1,3.0
2,300,0,0,1,1.0
0,300,0,1,1,1.0
0,400,0,0,1,1.0
0,200,0,0,1,1.0
0,300,0,0,1,1.0
0,450,0,0,1,1.0
2,300,0,0,1,1.0
0,250,0,0,1,1.0
17,600,0,1,2,3.4
8,1100,1,1,3,3.3
27,700,0,1,2,2.9
13,600,0,1,2,3.0
15,500,0,1,2,3.3
53,800,0,1,2,2.7
169,850,1,0,2,3.6
25,900,0,0,2,3.9
0,300,0,1,1,1.0
0,250,0,0,1,1.0
3,200,0,1,1,1.0
2,550,0,0,2,1.0
88,900,1,0,2,3.3
563,1800,1,0,3,3.3
1022,800,0,1,2,3.4
235,600,0,0,2,2.7
586,1400,1,1,3,3.3
69,1200,1,0,3,4.7
245,1500,1,0,3,4.8
1478,1500,1,0,3,4.8
1365,2000,1,1,4,3.9
134,1400,1,0,3,3.5
966,550,0,1,2,3.8
429,1500,1,1,3,3.5
146,700,0,0,2,3.6
241,500,0,0,2,3.7
853,1500,1,0,3,3.5
254,1600,1,0,3,3.6
1317,1500,1,0,3,3.8
187,500,0,1,2,3.5
401,1500,1,0,3,3.9
302,1500,1,1,3,3.6
297,1800,1,1,3,3.9
280,1200,1,0,3,3.9
269,700,0,0,2,3.7
289,1500,1,0,3,3.6
96,2000,1,0,4,3.9
322,1400,1,0,3,4.0
391,1600,1,0,3,4.4
569,2100,0,0,4,4.1
105,1500,0,0,3,4.1
3569,1800,0,0,3,4.4
208,400,0,0,1,4.1
327,2500,1,1,4,4.2
226,1200,1,1,3,4.0
875,1600,1,1,3,4.1
1809,1500,1,0,3,4.2
56,3300,0,0,4,4.3
166,1250,1,0,3,4.4
146,1200,1,0,3,4.4
99,650,0,1,2,3.8
242,1850,1,0,3,4.0
11,500,0,0,2,3.1
73,450,0,0,1,2.7
7,300,0,0,1,2.7
23,450,0,0,1,3.1
23,250,0,1,1,3.2
7,200,0,0,1,3.2
10,200,0,1,1,2.9
5,850,0,0,2,2.9
34,500,0,1,2,3.1
7,200,0,0,1,3.1
5,150,0,1,1,3.1
14,350,0,0,1,3.1
7,500,0,0,2,2.9
8,250,0,0,1,3.3
8,600,0,1,2,3.0
7,500,0,0,2,2.7
9,350,0,0,1,3.1
52,450,0,0,1,2.5
39,300,0,0,1,3.2
9,400,0,0,1,2.9
73,500,0,1,2,2.8
76,500,0,1,2,4.5
183,600,0,1,2,3.6
142,250,0,1,1,3.8
22,650,1,1,2,3.5
144,600,0,1,2,3.9
486,500,0,1,2,3.5
104,400,0,1,1,3.9
136,400,0,1,1,3.5
3,350,0,0,1,1.0
1,300,0,0,1,1.0
0,600,0,0,2,1.0
0,600,0,0,2,1.0
13,350,0,1,1,2.4
530,800,1,1,2,4.0
6,500,0,0,2,3.0
5,150,0,0,1,3.0
0,500,0,0,2,1.0
0,900,0,0,2,1.0
3,150,0,0,1,1.0
0,300,0,0,1,1.0
0,200,0,0,1,1.0
0,700,0,0,2,1.0
0,250,0,0,1,1.0
0,600,0,0,2,1.0
0,600,0,0,2,1.0
2,400,0,0,1,1.0
0,200,0,0,1,1.0
0,400,0,0,1,1.0
1,200,0,0,1,1.0
0,350,0,0,1,1.0
0,200,0,0,1,1.0
0,500,0,0,2,1.0
0,200,0,0,1,1.0
0,600,0,0,2,1.0
174,600,0,1,2,3.0
11,600,0,1,2,3.2
176,400,0,0,1,4.1
64,550,0,1,2,3.4
41,600,0,1,2,3.2
24,500,0,1,2,3.2
10,200,0,0,1,3.2
18,500,0,0,2,3.2
59,600,0,1,2,3.3
28,250,0,0,1,2.9
74,600,0,0,2,3.3
14,500,0,1,2,2.8
50,300,0,1,1,3.2
11,700,0,0,2,3.1
10,200,0,0,1,3.2
88,500,0,1,2,3.2
427,650,0,1,2,3.7
0,200,0,0,1,1.0
3,350,0,0,1,1.0
1,300,0,0,1,1.0
3,300,0,0,1,1.0
0,250,0,0,1,1.0
0,200,0,0,1,1.0
0,250,0,0,1,1.0
1,400,0,0,1,1.0
0,300,0,0,1,1.0
1,100,0,0,1,1.0
0,200,0,0,1,1.0
1,150,0,0,1,1.0
0,400,0,0,1,1.0
0,250,0,0,1,1.0
1,300,0,0,1,1.0
0,350,0,0,1,1.0
92,700,0,1,2,2.4
16,300,0,0,1,2.8
17,800,0,0,2,3.3
